zip_code,longitude,latitude
92838,-117.9038,33.8755
92840,-117.9611,33.8695
92841,-117.931,33.8934
92842,-117.9273,33.7869
92843,-117.9766,33.7817
92844,-117.9456,33.7783
92845,-117.929,33.7671
92846,-117.9738,33.7661
92850,-118.0267,33.7787
92856,-118.0325,33.788
92857,-117.9555,33.8442
92859,-117.8435,33.7841
92860,-117.8491,33.8317
92861,-117.7867,33.8027
92862,-117.5517,33.9247
92863,-117.8104,33.8205
92864,-117.714,33.7915
92865,-117.8273,33.8153
92866,-117.8308,33.8143
92867,-117.8511,33.8263
92868,-117.8423,33.7877
92869,-117.8493,33.811
92870,-117.8776,33.7875
92871,-117.7934,33.7868
92877,-117.8543,33.8744
92878,-117.8557,33.8829
92879,-116.0556,33.7529
92880,-116.0556,33.7529
92881,-117.5354,33.8797
92882,-117.6096,33.9208
92883,-117.5198,33.8241
92885,-117.6043,33.8419
92886,-117.474,33.7541
92887,-117.8222,33.8911
92899,-117.7865,33.9058
93001,-117.7304,33.8841
93002,-117.8712,33.8373
93003,-119.3584,34.3308
93004,-119.1343,34.0324
93005,-119.2222,34.2846
93006,-119.1651,34.2788
93007,-119.1343,34.0324
93009,-119.1343,34.0324
93010,-119.1343,34.0324
93011,-119.1462,34.3562
93012,-119.0464,34.2313
93013,-119.1343,34.0324
93014,-118.9866,34.2218
93015,-119.5183,34.4036
93016,-119.8486,34.2628
93020,-118.8643,34.3934
93021,-119.1343,34.0324
93022,-119.1343,34.0324
93023,-118.8771,34.2784
93024,-119.2982,34.402
93030,-119.2565,34.4451
93031,-119.1343,34.0324
93032,-119.175,34.2141
93033,-119.1343,34.0324
93034,-119.1343,34.0324
93035,-119.1717,34.1685
93036,-119.1343,34.0324
93040,-119.216,34.1822
93041,-119.182,34.2351
93042,-118.7855,34.4352
93043,-119.1973,34.1626
93044,-119.1124,34.1134
93060,-119.2074,34.1621
93061,-119.1343,34.0324
93062,-119.0713,34.3547
93063,-119.1343,34.0324
93064,-119.1343,34.0324
93065,-118.6844,34.3046
93066,-118.7107,34.2582
93067,-118.7653,34.2656
93094,-119.0115,34.2798
93099,-119.5926,34.422
93101,-119.1343,34.0324
93102,-119.1343,34.0324
93103,-119.7078,34.4197
93105,-119.8486,34.2628
93106,-119.6833,34.4291
93107,-119.7285,34.4369
93108,-119.8371,34.4329
93109,-119.8637,34.4218
93110,-119.6159,34.4378
93111,-119.7194,34.4038
93116,-119.7647,34.4418
93117,-119.8025,34.4453
93118,-119.8486,34.2628
93120,-119.8612,34.4296
93121,-119.8486,34.2628
93130,-119.8486,34.2628
93140,-119.8486,34.2628
93150,-119.8486,34.2628
93160,-119.8486,34.2628
93190,-119.8486,34.2628
93199,-119.8486,34.2628
93201,-119.8486,34.2628
93202,-119.8486,34.2628
93203,-119.3037,35.8583
93204,-119.7053,36.3095
93205,-118.8336,35.1966
93206,-120.1227,35.9877
93207,-118.4847,35.587
93208,-119.4659,35.4033
93210,-118.6561,35.8818
93212,-118.6946,36.1398
93215,-120.3489,36.1624
93216,-119.5607,36.0865
93218,-119.2459,35.7715
93219,-118.9052,35.2944
93220,-119.0363,36.082
93221,-119.281,35.8744
93222,-118.8101,35.357
93223,-119.1293,36.3041
93224,-118.9052,35.2944
93225,-119.2054,36.3002
93226,-119.5648,35.2026
93227,-119.0355,34.8265
93230,-118.7169,35.7377
93232,-119.4254,36.3572
93234,-119.6491,36.3314
93235,-119.8947,36.1389
93237,-120.102,36.2371
93238,-119.2189,36.3856
93239,-118.9029,36.4727
93240,-118.4047,35.755
93241,-119.946,35.9754
93242,-118.457,35.669
93243,-118.9124,35.2571
93244,-119.7156,36.4378
93245,-118.8566,34.8818
93246,-118.9941,36.4969
93247,-119.8173,36.2682
93249,-119.8947,36.1389
93250,-119.0884,36.2096
93251,-119.7216,35.6131
93252,-119.2272,35.6758
93254,-119.6366,35.3031
93255,-119.4077,35.0384
93256,-119.8238,34.9967
93257,-118.0959,35.6824
93258,-119.2564,35.9553
93260,-119.0315,36.0686
93261,-119.0073,36.0331
93262,-118.6643,35.8135
93263,-119.1315,35.805
93265,-118.711,36.6007
93266,-119.2801,35.497
93267,-118.7961,36.1363
93268,-119.8236,36.179
93270,-119.0792,36.1472
93271,-119.4557,35.1482
93272,-119.0312,35.957
93274,-118.8875,36.4377
93275,-119.3078,36.0546
93276,-119.338,36.2022
93277,-118.7769,36.267
93278,-119.3584,35.2992
93279,-119.3065,36.3114
93280,-118.8194,36.1266
93282,-119.119,36.3936
93283,-119.4487,35.648
93285,-119.5161,36.1296
93286,-118.2859,35.6391
93287,-118.4559,35.7246
93290,-119.0918,36.4313
93291,-118.8439,35.7068
93292,-119.2925,36.3291
93301,-119.301,36.3551
93302,-119.2283,36.1946
93303,-119.0171,35.3866
93304,-118.9052,35.2944
93305,-118.9052,35.2944
93306,-119.0218,35.3396
93307,-118.986,35.3855
93308,-118.9391,35.3867
93309,-118.9839,35.3275
93311,-119.0433,35.4244
93312,-119.0627,35.3384
93313,-119.1056,35.3039
93314,-119.1205,35.3935
93380,-119.0509,35.2974
93383,-119.17,35.3863
93384,-118.9052,35.2944
93385,-118.9052,35.2944
93386,-118.9052,35.2944
93387,-118.9052,35.2944
93388,-118.9052,35.2944
93389,-118.9052,35.2944
93390,-118.9052,35.2944
93401,-118.9052,35.2944
93402,-118.9052,35.2944
93403,-120.6509,35.2635
93405,-120.8333,35.3172
93406,-120.4553,35.3471
93407,-120.6817,35.2901
93408,-120.4553,35.3471
93409,-120.4553,35.3471
93410,-120.4553,35.3471
93412,-120.6364,35.2211
93420,-120.4553,35.3471
93421,-120.4553,35.3471
93422,-120.4651,35.1661
93423,-120.4553,35.3471
93424,-120.6638,35.4754
93426,-120.7695,35.4282
93427,-120.7178,35.1903
93428,-120.9728,35.8093
93429,-120.1922,34.6209
93430,-121.084,35.5566
93432,-120.535,34.8458
93433,-120.8908,35.4446
93434,-120.4361,35.4779
93435,-120.6173,35.121
93436,-120.5703,34.96
93437,-120.9763,35.4919
93438,-120.4506,34.6583
93440,-120.5171,34.7532
93441,-119.8486,34.2628
93442,-120.2049,34.7457
93443,-120.0685,34.693
93444,-120.8447,35.3795
93445,-120.4553,35.3471
93446,-120.4894,35.0298
93447,-120.608,35.1019
93448,-120.7003,35.6406
93449,-120.6935,35.7562
93450,-120.4553,35.3471
93451,-120.6522,35.1578
93452,-120.8612,35.9857
93453,-120.5929,35.9004
93454,-121.144,35.6668
93455,-120.2596,35.3584
93456,-120.4324,34.9545
93457,-120.4268,34.8286
93458,-120.1968,35.0277
93460,-120.5342,34.8363
93461,-120.4957,34.9535
93463,-120.0713,34.624
93464,-120.372,35.6513
93465,-120.1701,34.6488
93475,-120.1115,34.6744
93483,-120.7107,35.5551
93501,-120.6111,35.1004
93502,-120.4553,35.3471
93504,-118.1735,35.0478
93505,-118.2248,35.0682
93510,-117.8854,35.1871
93512,-117.9651,35.1278
93513,-118.1959,34.4835
93514,-118.5647,37.8926
93515,-118.2916,37.1679
93516,-118.4048,37.5014
93517,-117.2186,36.626
93518,-117.6629,35.0037
93519,-119.208,38.2566
93522,-118.4612,35.3701
93523,-118.035,35.1774
93524,-117.5957,36.2948
93526,-118.1302,35.2582
93527,-117.9071,34.932
93528,-118.2048,36.8396
93529,-117.857,35.6397
93530,-117.6427,35.3708
93531,-119.0825,37.7773
93532,-117.8741,36.4886
93534,-118.6076,35.2375
93535,-118.5442,34.6847
93536,-118.1491,34.6909
93539,-117.8783,34.7131
93541,-118.3687,34.7471
93542,-118.2987,33.7866
93543,-119.1234,37.989
93544,-117.2186,36.626
93545,-117.9708,34.4891
93546,-117.7543,34.493
93549,-118.0578,36.5798
93550,-118.8656,37.6094
93551,-117.9552,36.23
93552,-118.0917,34.4133
93553,-118.231,34.6017
93554,-118.0231,34.5715
93555,-117.9055,34.4225
93556,-117.7159,35.3866
93558,-117.794,35.5405
93560,-118.9052,35.2944
93561,-117.6214,35.3479
93562,-118.3409,34.8664
93563,-118.5022,35.043
93581,-117.3808,35.7481
93584,-117.7604,34.3966
93586,-118.9052,35.2944
93590,-118.2987,33.7866
93591,-118.2987,33.7866
93592,-118.2987,33.7866
93596,-117.8123,34.6019
93599,-115.9671,34.84
93601,-118.9052,35.2944
93602,-118.2987,33.7866
93603,-119.7233,37.4076
93604,-119.4572,37.0726
93605,-119.0162,36.5683
93606,-119.5568,37.3244
93607,-119.2492,37.2032
93608,-120.0185,36.8032
93609,-119.8994,36.5898
93610,-120.3353,36.4921
93611,-119.8446,36.5358
93612,-120.2691,37.1014
93613,-119.6802,36.8253
93614,-119.7106,36.8149
93615,-119.5117,37.0365
93616,-119.7455,37.2214
93618,-119.287,36.5243
93619,-119.5929,36.6543
93620,-119.3909,36.5349
93621,-119.6518,36.8432
93622,-120.6333,37.0025
93623,-119.0899,36.7446
93624,-120.47,36.8651
93625,-119.642,37.5169
93626,-120.1118,36.3386
93627,-119.671,36.6282
93628,-119.6807,37.0422
93630,-120.0936,36.4992
93631,-118.9575,36.7515
93633,-120.0724,36.7306
93634,-119.5433,36.508
93635,-118.9588,36.7341
93636,-119.2436,37.1673
93637,-120.8544,37.0627
93638,-119.8806,36.9528
93639,-120.082,36.9403
93640,-120.0335,37.0402
93641,-119.945,37.1606
93642,-120.4093,36.7424
93643,-119.0477,36.6894
93644,-119.6397,36.7464
93645,-119.5143,37.2125
93646,-119.6449,37.3476
93647,-119.6652,37.1639
93648,-119.3204,36.6255
93649,-119.2815,36.5464
93650,-119.5375,36.6103
93651,-119.3496,36.8417
93652,-119.801,36.8411
93653,-119.5268,36.9938
93654,-119.9032,36.5989
93656,-119.8766,37.279
93657,-119.4378,36.6044
93660,-119.872,36.4295
93661,-119.5478,36.7243
93662,-120.1889,36.6059
93664,-120.6504,37.1869
93665,-119.617,36.5695
93666,-119.273,37.1397
93667,-120.7447,37.0135
93668,-119.352,36.521
93669,-119.3914,36.9943
93670,-120.2617,36.6584
93673,-119.557,37.281
93675,-119.2594,36.4718
93701,-119.4717,36.4442
93702,-119.1814,36.7071
93703,-119.7867,36.7487
93704,-119.7532,36.74
93705,-119.7594,36.7684
93706,-119.8016,36.7991
93707,-119.8286,36.7863
93708,-119.9987,36.6486
93709,-119.6397,36.7464
93710,-119.6397,36.7464
93711,-119.6397,36.7464
93712,-119.762,36.8236
93714,-119.8319,36.8303
93715,-119.6397,36.7464
93716,-119.6397,36.7464
93717,-119.6397,36.7464
93718,-119.6397,36.7464
93720,-119.6397,36.7464
93721,-119.6397,36.7464
93722,-119.7655,36.8579
93723,-119.7843,36.7377
93724,-119.8801,36.7918
93725,-119.9532,36.7863
93726,-119.6397,36.7464
93727,-119.7308,36.6207
93728,-119.7604,36.7949
93729,-119.7061,36.7528
93730,-119.8113,36.7581
93740,-119.6397,36.7464
93741,-119.7589,36.8878
93744,-119.6397,36.7464
93745,-119.6397,36.7464
93747,-119.6397,36.7464
93750,-119.6397,36.7464
93755,-119.6397,36.7464
93760,-119.6397,36.7464
93761,-119.6397,36.7464
93764,-119.6397,36.7464
93765,-119.6397,36.7464
93771,-119.6397,36.7464
93772,-119.6397,36.7464
93773,-119.6397,36.7464
93774,-119.6397,36.7464
93775,-119.6397,36.7464
93776,-119.6397,36.7464
93777,-119.6397,36.7464
93778,-119.6397,36.7464
93779,-119.6397,36.7464
93786,-119.6397,36.7464
93790,-119.6397,36.7464
93791,-119.6397,36.7464
93792,-119.6397,36.7464
93793,-119.6397,36.7464
93794,-119.6397,36.7464
93844,-119.6397,36.7464
93888,-119.6397,36.7464
93901,-119.6397,36.7464
93902,-119.6397,36.7464
93905,-121.6596,36.6677
93906,-121.1329,36.3543
93907,-121.6176,36.6811
93908,-121.6438,36.7103
93912,-121.6703,36.7563
93915,-121.6729,36.6011
93920,-121.1329,36.3543
93921,-121.1329,36.3543
93922,-121.7009,36.2458
93923,-121.9225,36.5497
93924,-121.9263,36.5433
93925,-121.8949,36.5457
93926,-121.7244,36.4787
93927,-121.432,36.595
93928,-121.4103,36.49
93930,-121.2451,36.3202
93932,-121.2138,36.0235
93933,-121.1273,36.2028
93940,-121.0626,35.95
93942,-121.7934,36.6849
93943,-121.8443,36.5802
93944,-121.1329,36.3543
93950,-121.8741,36.597
93953,-121.9089,36.6062
93954,-121.922,36.6167
93955,-121.942,36.5907
93960,-121.2903,36.4574
93962,-121.7935,36.6217
94002,-121.3243,36.4196
94005,-121.6555,36.6261
94010,-122.2927,37.5174
94011,-122.4001,37.6811
94014,-122.3676,37.5671
94015,-122.3348,37.3811
94016,-122.4388,37.6875
94017,-122.478,37.6787
94018,-122.3348,37.3811
94019,-122.3348,37.3811
94020,-122.4734,37.5101
94021,-122.4459,37.4791
94022,-122.2495,37.2726
94023,-122.2807,37.2708
94024,-122.1258,37.3814
94025,-121.7053,37.1894
94026,-122.0862,37.3547
94027,-122.1864,37.4396
94028,-122.3348,37.3811
94030,-122.2002,37.4563
94035,-122.2182,37.3702
94037,-122.402,37.6004
94038,-121.7053,37.1894
94039,-122.5052,37.5428
94040,-122.5068,37.531
94041,-121.7053,37.1894
94042,-122.088,37.3855
94043,-122.0783,37.3893
94044,-121.7053,37.1894
94060,-122.0775,37.4056
94061,-122.4816,37.6196
94062,-122.3649,37.2065
94063,-122.2304,37.4647
94064,-122.296,37.4245
94065,-122.2091,37.4815
94066,-122.3348,37.3811
94070,-122.2486,37.5331
94074,-122.429,37.6247
94080,-122.2674,37.4969
94083,-122.3556,37.3255
94085,-122.4235,37.6574
94086,-122.3348,37.3811
94087,-122.0177,37.3886
94088,-122.0238,37.3764
94089,-122.0349,37.3502
94102,-121.7053,37.1894
94103,-122.0006,37.3983
94104,-122.4167,37.7813
94105,-122.4147,37.7725
94107,-122.4018,37.7915
94108,-122.3892,37.7864
94109,-122.3971,37.7621
94110,-122.4079,37.7929
94111,-122.4186,37.7917
94112,-122.4153,37.7509
94114,-122.4001,37.7974
94115,-122.4411,37.7195
94116,-122.433,37.7587
94117,-122.4358,37.7856
94118,-122.4863,37.7441
94119,-122.4413,37.7712
94120,-122.4614,37.7812
94121,-122.7278,37.7848
94122,-122.7278,37.7848
94123,-122.4892,37.7786
94124,-122.4836,37.7593
94125,-122.4342,37.7999
94126,-122.3886,37.7309
94127,-122.7278,37.7848
94128,-122.7278,37.7848
94129,-122.4571,37.7354
94130,-122.3929,37.6216
94131,-122.465,37.8005
94132,-122.3693,37.8231
94133,-122.4383,37.745
94134,-122.4754,37.7211
94137,-122.4091,37.8002
94139,-122.4096,37.719
94140,-122.7278,37.7848
94141,-122.7278,37.7848
94142,-122.7278,37.7848
94143,-122.7278,37.7848
94144,-122.7278,37.7848
94145,-122.4586,37.7631
94146,-122.7278,37.7848
94147,-122.7278,37.7848
94151,-122.7278,37.7848
94158,-122.7278,37.7848
94159,-122.7278,37.7848
94160,-122.3867,37.7694
94161,-122.7278,37.7848
94163,-122.7278,37.7848
94164,-122.7278,37.7848
94172,-122.7278,37.7848
94177,-122.7278,37.7848
94188,-122.7278,37.7848
94203,-122.7278,37.7848
94204,-122.7278,37.7848
94205,-121.5554,38.3805
94206,-121.4444,38.3774
94207,-121.4444,38.3774
94208,-121.4444,38.3774
94209,-121.4444,38.3774
94211,-121.4444,38.3774
94229,-121.4444,38.3774
94230,-121.4444,38.3774
94232,-121.4444,38.3774
94234,-121.4444,38.3774
94235,-121.4444,38.3774
94236,-121.4444,38.3774
94237,-121.4444,38.3774
94239,-121.4444,38.3774
94240,-121.4444,38.3774
94244,-121.4444,38.3774
94245,-121.4444,38.3774
94247,-121.4444,38.3774
94248,-121.4444,38.3774
94249,-121.4444,38.3774
94250,-121.4444,38.3774
94252,-121.4444,38.3774
94254,-121.4444,38.3774
94256,-121.4444,38.3774
94257,-121.4444,38.3774
94258,-121.4444,38.3774
94259,-121.4444,38.3774
94261,-121.4444,38.3774
94262,-121.4444,38.3774
94263,-121.4444,38.3774
94267,-121.4444,38.3774
94268,-121.4444,38.3774
94269,-121.4444,38.3774
94271,-121.4444,38.3774
94273,-121.4444,38.3774
94274,-121.4444,38.3774
94277,-121.4444,38.3774
94278,-121.4444,38.3774
94279,-121.4444,38.3774
94280,-121.4444,38.3774
94282,-121.4444,38.3774
94283,-121.4444,38.3774
94284,-121.4444,38.3774
94285,-121.4444,38.3774
94287,-121.4444,38.3774
94288,-121.4444,38.3774
94289,-121.4444,38.3774
94290,-121.4444,38.3774
94291,-121.4444,38.3774
94293,-121.4444,38.3774
94294,-121.4444,38.3774
94295,-121.4444,38.3774
94296,-121.4444,38.3774
94297,-121.4444,38.3774
94298,-121.4444,38.3774
94299,-121.4444,38.3774
94301,-121.4444,38.3774
94302,-121.4444,38.3774
94303,-122.1497,37.4443
94304,-121.7053,37.1894
94305,-122.1388,37.4673
94306,-122.1842,37.4334
94309,-122.1619,37.4236
94401,-122.1274,37.418
94402,-121.7053,37.1894
94403,-122.3225,37.5735
94404,-122.3276,37.5507
94497,-122.2998,37.5395
94501,-122.27,37.5538
94502,-122.3259,37.5347
94503,-122.2648,37.7706
94505,-122.2431,37.7351
94506,-122.2553,38.1668
94507,-121.6054,37.8989
94508,-121.9167,37.8321
94509,-122.0229,37.8537
94510,-122.4477,38.5769
94511,-121.8089,37.9939
94512,-122.1614,38.0685
94513,-121.6425,38.0266
94514,-121.8443,38.1504
94515,-121.6894,37.9324
94516,-121.6236,37.8254
94517,-122.5814,38.5823
94518,-122.165,37.8339
94519,-121.91,37.9154
94520,-122.0263,37.9504
94521,-122.0119,37.9841
94522,-122.0362,37.9823
94523,-121.975,37.9575
94524,-121.9554,37.7772
94525,-122.0737,37.954
94526,-121.9554,37.7772
94527,-122.2177,38.0519
94528,-121.966,37.814
94529,-121.9578,37.9535
94530,-121.9667,37.8387
94531,-121.9554,37.7772
94533,-122.2985,37.9156
94534,-121.7758,37.9658
94535,-122.0356,38.2671
94536,-122.1314,38.2423
94537,-121.9463,38.2743
94538,-121.9999,37.5605
94539,-121.9215,37.6802
94540,-121.9712,37.5308
94541,-121.9287,37.5176
94542,-121.9215,37.6802
94543,-122.0894,37.674
94544,-122.0472,37.6586
94545,-121.9215,37.6802
94546,-122.067,37.6374
94547,-122.0971,37.6332
94548,-122.0782,37.7015
94549,-122.2637,38.0066
94550,-121.6652,37.9726
94551,-122.1119,37.8961
94552,-121.763,37.683
94553,-121.77,37.7526
94555,-122.0381,37.7131
94556,-122.135,37.9864
94557,-122.0469,37.5735
94558,-122.1242,37.8437
94559,-121.9215,37.6802
94560,-122.2564,38.4549
94561,-122.2841,38.2904
94562,-122.032,37.5368
94563,-121.7036,37.994
94564,-122.3991,38.4379
94565,-122.1728,37.8787
94566,-122.2875,37.9969
94567,-121.9172,38.0031
94568,-121.8755,37.6658
94569,-122.4453,38.6493
94570,-121.9226,37.7166
94571,-122.1866,38.046
94572,-121.9554,37.7772
94573,-121.7016,38.1637
94574,-122.2581,38.0307
94575,-122.4142,38.4665
94576,-122.4619,38.5138
94577,-121.9554,37.7772
94578,-122.4764,38.5494
94579,-122.1587,37.7205
94580,-122.124,37.7024
94581,-122.1507,37.6892
94582,-122.1295,37.6787
94583,-122.3539,38.5096
94585,-121.9155,37.7636
94586,-121.9522,37.7562
94587,-122.042,38.2408
94588,-121.8986,37.6094
94589,-122.0497,37.5895
94590,-121.8957,37.6873
94591,-122.2804,38.1582
94592,-122.2474,38.1053
94595,-122.2124,38.0985
94596,-122.2699,38.0968
94597,-122.0703,37.8753
94598,-122.0549,37.9053
94599,-122.0717,37.9182
94601,-122.0259,37.9194
94602,-122.3616,38.4161
94603,-122.2166,37.7806
94604,-122.2104,37.8011
94605,-122.171,37.7402
94606,-121.9215,37.6802
94607,-122.1633,37.7641
94608,-122.2429,37.7956
94609,-122.2851,37.8071
94610,-122.2804,37.8365
94611,-122.2637,37.8361
94612,-122.2443,37.8126
94613,-122.2223,37.8471
94614,-122.2668,37.8085
94615,-122.1866,37.7811
94617,-122.2046,37.7277
94618,-122.3004,37.8067
94619,-122.2717,37.8078
94620,-122.2402,37.8431
94621,-122.1884,37.7878
94622,-121.9215,37.6802
94623,-122.1853,37.7589
94624,-122.2337,37.799
94649,-121.9215,37.6802
94659,-121.9215,37.6802
94660,-121.9215,37.6802
94661,-121.9215,37.6802
94662,-121.9215,37.6802
94666,-121.9215,37.6802
94701,-121.9215,37.6802
94702,-121.9215,37.6802
94703,-122.2967,37.8606
94704,-122.2851,37.8656
94705,-122.2749,37.863
94706,-122.257,37.8664
94707,-122.25,37.8571
94708,-122.2954,37.89
94709,-122.2761,37.8927
94710,-122.2604,37.8918
94712,-122.2655,37.8784
94720,-122.2959,37.8696
94801,-121.9215,37.6802
94802,-122.2549,37.8738
94803,-122.362,37.94
94804,-121.9554,37.7772
94805,-122.2901,37.9693
94806,-122.3342,37.9265
94807,-122.3238,37.9417
94808,-122.3369,37.9724
94820,-121.9554,37.7772
94850,-121.9554,37.7772
94901,-121.9554,37.7772
94903,-121.9554,37.7772
94904,-122.5105,37.9691
94912,-122.5855,38.0339
94913,-122.5363,37.9479
94914,-122.741,38.068
94915,-122.741,38.068
94920,-122.741,38.068
94922,-122.5594,38.0739
94923,-122.4637,37.8843
94924,-122.9741,38.3514
94925,-123.0373,38.3309
94926,-122.6947,37.9079
94927,-122.5132,37.9223
94928,-122.99,38.4631
94929,-122.99,38.4631
94930,-122.6941,38.347
94931,-122.9562,38.2469
94933,-122.5937,37.9883
94937,-122.7048,38.3259
94938,-122.6907,38.0122
94939,-122.8877,38.1126
94940,-122.7016,38.0139
94941,-122.5362,37.9367
94942,-122.89,38.1762
94945,-122.5339,37.8958
94946,-122.741,38.068
94947,-122.5714,38.1163
94948,-122.6964,38.0546
94949,-122.5837,38.0973
94950,-122.5737,38.1489
94951,-122.5404,38.0618
94952,-122.7699,38.0467
94953,-122.6483,38.3153
94954,-122.6777,38.2403
94955,-122.99,38.4631
94956,-122.6155,38.2507
94957,-122.99,38.4631
94960,-122.8534,38.0579
94963,-122.5617,38.0223
94964,-122.5711,37.9846
94965,-122.6596,38.0166
94966,-122.4844,37.9416
94970,-122.4946,37.8601
94971,-122.741,38.068
94972,-122.6393,37.902
94973,-122.9145,38.2427
94974,-122.8558,38.3072
94975,-122.6382,38.0069
94976,-122.741,38.068
94977,-122.99,38.4631
94978,-122.741,38.068
94979,-122.741,38.068
94998,-122.741,38.068
94999,-122.741,38.068
95001,-122.5684,38.1173
95002,-122.6581,38.2675
95003,-121.898,36.979
95004,-121.9736,37.426
95005,-121.8902,36.9797
95006,-121.6324,36.8769
95007,-122.0887,37.0882
95008,-122.1365,37.1547
95009,-122.105,37.1063
95010,-121.9539,37.2803
95011,-121.9488,37.2872
95012,-121.9555,36.9767
95013,-121.9571,37.294
95014,-121.7463,36.7732
95015,-121.7416,37.2123
95017,-122.0449,37.318
95018,-122.0527,37.323
95019,-122.2137,37.0423
95020,-122.0618,37.0662
95021,-121.7767,36.9356
95023,-121.5773,37.0139
95024,-121.5705,37.0095
95026,-121.3439,36.8337
95030,-121.3982,36.8586
95031,-121.986,37.1584
95032,-121.9834,37.2296
95033,-121.9676,37.1574
95035,-121.9554,37.2417
95036,-121.9816,37.1539
95037,-121.895,37.4352
95038,-121.906,37.424
95039,-121.6501,37.1353
95041,-121.6722,37.1525
95042,-121.7773,36.8175
95043,-122.0575,37.0511
95044,-121.8207,37.1771
95045,-120.9744,36.4985
95046,-121.986,37.1584
95050,-121.5346,36.8463
95051,-121.5999,37.0911
95052,-121.953,37.3492
95053,-121.9844,37.3483
95054,-121.9583,37.3522
95055,-121.9378,37.3498
95056,-121.9623,37.3924
95060,-121.9769,37.3451
95061,-121.9608,37.3997
95062,-122.1198,37.0313
95063,-122.162,37.063
95064,-121.9881,36.9721
95065,-122.0088,36.9792
95066,-122.0578,36.9959
95067,-121.9849,37.0089
95070,-122.0152,37.0597
95071,-122.0136,37.0511
95073,-122.0227,37.2713
95075,-122.0302,37.2593
95076,-121.9507,37.0048
95077,-121.3017,36.767
95101,-121.7727,36.9294
95103,-121.7575,36.9116
95106,-121.8868,37.3894
95108,-121.8908,37.3378
95109,-121.8908,37.3378
95110,-121.8908,37.3378
95111,-121.8908,37.3378
95112,-121.9016,37.3391
95113,-121.8265,37.2827
95115,-121.887,37.3476
95116,-121.8916,37.3329
95117,-121.8908,37.3378
95118,-121.8508,37.3518
95119,-121.9623,37.3108
95120,-121.8896,37.2568
95121,-121.7875,37.2329
95122,-121.8574,37.2144
95123,-121.8099,37.3042
95124,-121.8339,37.3293
95125,-121.8306,37.2458
95126,-121.9229,37.2563
95127,-121.8939,37.296
95128,-121.9153,37.3249
95129,-121.8208,37.3692
95130,-121.9356,37.3163
95131,-122.0002,37.3066
95132,-121.9818,37.2886
95133,-121.88,37.3864
95134,-121.8585,37.4031
95135,-121.856,37.3729
95136,-121.9406,37.4087
95138,-121.7562,37.2974
95139,-121.849,37.2685
95140,-121.7709,37.2602
95141,-121.7687,37.2252
95148,-121.6384,37.3511
95150,-121.7556,37.1705
95151,-121.7913,37.3304
95152,-121.897,37.3866
95153,-121.8262,37.3198
95154,-121.847,37.4022
95155,-121.8459,37.2488
95156,-121.9139,37.2649
95157,-121.9011,37.31
95158,-121.8416,37.3576
95159,-121.9777,37.3008
95160,-121.8779,37.2625
95161,-121.9349,37.3179
95164,-121.8601,37.2187
95170,-121.8868,37.3894
95172,-121.9203,37.3916
95173,-122.0093,37.3103
95190,-121.8847,37.334
95191,-121.8938,37.3352
95192,-121.8868,37.3894
95193,-121.9158,37.3262
95194,-121.8801,37.3383
95196,-121.8287,37.2441
95201,-121.8868,37.3894
95202,-121.8894,37.3338
95203,-121.2876,37.958
95204,-121.2871,37.9606
95205,-121.3116,37.9532
95206,-121.3154,37.9743
95207,-121.2624,37.9625
95208,-121.3123,37.9177
95209,-121.3238,38.0024
95210,-121.436,37.9304
95211,-121.3445,38.0377
95212,-121.2972,38.025
95213,-121.311,37.9809
95215,-121.2589,38.0315
95219,-121.2222,37.9054
95220,-121.2041,37.9551
95221,-121.3698,38.01
95222,-121.2186,38.2004
95223,-120.5608,38.0838
95224,-120.5722,38.071
95225,-120.268,38.3086
95226,-120.3688,38.2044
95227,-120.8894,38.1838
95228,-120.8151,38.2279
95229,-121.0811,38.1929
95230,-120.6423,37.944
95231,-120.4538,38.1144
95232,-120.7926,37.9945
95233,-121.2827,37.878
95234,-120.5778,38.3554
95236,-120.3644,38.1919
95237,-121.4261,37.9344
95240,-121.0493,38.032
95241,-121.1424,38.1613
95242,-121.2555,38.1222
95245,-121.2724,38.1327
95246,-121.3345,38.1308
95247,-120.5591,38.3152
95248,-120.4994,38.2328
95249,-120.4516,38.1345
95251,-120.5161,38.3405
95252,-120.6441,38.1904
95253,-120.4676,38.1013
95254,-120.8572,38.162
95255,-121.205,38.138
95257,-120.9793,38.1983
95258,-120.4759,38.4197
95267,-120.4627,38.3793
95269,-121.3086,38.1551
95296,-121.3174,38.0003
95297,-121.3225,38.0187
95301,-121.2984,38.0282
95303,-121.324,38.0025
95304,-120.6028,37.3489
95305,-120.6931,37.4548
95306,-121.4096,37.7319
95307,-121.385,37.7149
95309,-120.2521,37.8261
95310,-120.1438,37.4404
95311,-120.9496,37.5833
95312,-120.4069,37.8594
95313,-120.3971,38.044
95315,-120.1197,37.7197
95316,-120.6663,37.4197
95317,-121.0411,37.4218
95318,-120.7752,37.4273
95319,-120.7758,37.539
95320,-120.5251,37.1391
95321,-119.8147,37.6754
95322,-120.9005,37.6382
95323,-121.0006,37.7983
95324,-120.1037,37.8298
95325,-121.0047,37.2001
95326,-120.7011,37.6156
95327,-120.8723,37.4002
95328,-120.2793,37.4676
95329,-120.8627,37.5964
95330,-120.4717,37.8906
95333,-120.9148,37.5591
95334,-120.3851,37.6899
